system_name...1,district,school_name,fac_schtype,system_name...5,total,out_of_school_suspension_oss,juvenile_court_referral,physical_restraint,corporal_punishment,permanent_expulsion,perc_frl,perc_black,perc_hisp,perc_white,perc_migrant,perc_esol,harsh
Walker County,Walker County,Ridgeland High School,H,Walker County,1309,142,0,0,0,0,69.37,8,4,82,0,0.3,142
Walker County,Walker County,Rossville Elementary School,E,Walker County,397,32,0,0,13,0,54.63,12,8,75,0,4.8,45
Walker County,Walker County,Gilbert Elementary School,E,Walker County,446,2,0,0,0,0,87.67,4,2,84,0,1.1,2
Walker County,Walker County,LaFayette High School,H,Walker County,1137,103,0,0,0,0,62.71,5,4,86,0,0.2,103
Walker County,Walker County,Cherokee Ridge Elementary,E,Walker County,564,2,0,0,4,0,72.7,5,3,86,0,0.2,6
Walker County,Walker County,North LaFayette Elementary School,E,Walker County,417,9,0,1,0,0,67.15,4,2,85,0,1.4,10
Walker County,Walker County,Rossville Middle School,M,Walker County,517,74,0,0,6,0,85.88,9,8,79,0,0.4,80
Walker County,Walker County,Fairyland Elementary School,E,Walker County,261,1,0,0,0,0,27.2,1,6,90,0,2.3,1
Walker County,Walker County,Naomi Elementary School,E,Walker County,317,1,0,0,0,0,89.91,4,3,87,0,1.3,1
Walker County,Walker County,Chattanooga Valley Elementary School,E,Walker County,507,5,0,0,0,0,67.46,3,2,89,0,0.6,5
Walker County,Walker County,Stone Creek Elementary School,E,Walker County,415,6,0,0,0,0,84.82,7,3,81,0,1.2,6
Walton County,Walton County,Atha Road Elementary School,E,Walton County,785,36,0,0,0,0,58.85,27,6,61,0,2.5,36
Walton County,Walton County,Youth Middle School,M,Walton County,1107,171,0,0,0,0,39.57,12,7,77,0,1.2,171
Walton County,Walton County,Monroe Elementary,E,Walton County,533,22,0,1,0,0,89.12,46,6,37,0,6.2,23
Walton County,Walton County,Sharon Elementary School,E,Walton County,1683,15,0,0,0,0,34.93,8,11,75,0,4.8,15
Walton County,Walton County,Walnut Grove High School,H,Walton County,1359,110,0,0,0,0,35.47,16,6,73,0,0.9,110
Walton County,Walton County,Harmony Elementary School,E,Walton County,1762,16,0,0,0,0,87.64,48,6,42,0,2.3,16
Walton County,Walton County,Bay Creek Elementary School,E,Walton County,641,49,0,1,0,0,63.81,34,19,39,0,13.4,50
Walton County,Walton County,Loganville Elementary School,E,Walton County,928,7,0,0,0,0,38.36,16,9,70,0,4.6,7
Walton County,Walton County,Carver Middle School,M,Walton County,843,313,0,0,0,0,64.77,42,6,46,0,0.9,313
Walton County,Walton County,Walnut Grove Elementary School,E,Walton County,1467,14,0,17,0,0,40.45,2,8,86,0,2.5,31
Walton County,Walton County,Loganville High School,H,Walton County,1661,162,12,0,0,0,32.09,21,10,63,0,2.3,174
Walton County,Walton County,Youth Elementary School,E,Walton County,732,28,0,0,0,0,34.15,7,7,83,0,2.5,28
Walton County,Walton County,Monroe Area High School,H,Walton County,1045,179,0,0,0,0,53.68,35,5,53,0,1.6,179
Walton County,Walton County,Loganville Middle School,M,Walton County,1315,102,2,0,0,0,38.48,19,12,63,0,1.3,104
Walton County,Walton County,Walker Park Elementary School,E,Walton County,593,22,0,0,0,0,47.55,23,8,65,0,3.4,22
Ware County,Ware County,Ware County High School,H,Ware County,1531,328,0,0,0,0,66.75,33,7,55,0,1,328
Ware County,Ware County,Williams Heights Elementary School,E,Ware County,443,47,0,0,14,0,76.52,46,3,40,0,2.3,61
Ware County,Ware County,Waycross Middle School,M,Ware County,584,238,0,0,6,0,66.78,51,5,36,0,0.2,244
Ware County,Ware County,Center Elementary School,E,Ware County,568,147,0,0,89,0,90.31,57,4,32,0,1.2,236
Ware County,Ware County,Ware County Middle School,M,Ware County,809,284,0,0,10,0,76.64,27,8,62,1,0.7,294
Ware County,Ware County,Ruskin Elementary School,E,Ware County,436,69,0,0,17,0,93.71,40,12,40,0,6.9,86
Ware County,Ware County,Memorial Drive Elementary School,E,Ware County,369,33,0,0,55,0,87.09,39,5,48,0,3.5,88
Ware County,Ware County,Waresboro Elementary School,E,Ware County,436,28,0,0,19,0,69.26,21,11,61,1,2.8,47
Ware County,Ware County,Wacona Elementary School,E,Ware County,633,39,0,0,45,0,64.91,26,4,62,0,1.7,84
Warren County,Warren County,Warren County Middle School,M,Warren County,130,12,0,0,0,0,59.57,88,2,8,0,0,12
Warren County,Warren County,Warren County High School,H,Warren County,164,35,0,0,0,0,73.2,93,0,5,0,0,35
Warren County,Warren County,Freeman Elementary School,E,Warren County,301,23,0,2,0,0,63.54,89,0,7,0,0,25
Washington County,Washington County,T. J. Elder Middle School,M,Washington County,733,189,0,0,0,0,77.9,63,2,31,0,0.4,189
Washington County,Washington County,Washington County High School,H,Washington County,867,50,0,0,0,1,77.85,65,1,30,0,0.2,51
Washington County,Washington County,Ridge Road Primary School,E,Washington County,672,139,0,0,51,0,94.98,65,2,28,0,0.7,190
Washington County,Washington County,Ridge Road Elementary School,E,Washington County,756,281,0,0,21,0,40,67,1,29,0,0.5,302
Wayne County,Wayne County,Wayne County High School,H,Wayne County,1445,140,0,0,0,2,60,22,9,64,1,1.7,142
Wayne County,Wayne County,Martha Puckett Middle School,M,Wayne County,622,137,0,0,12,0,67.36,21,9,65,2,3.1,149
Wayne County,Wayne County,Arthur Williams Middle School,M,Wayne County,621,99,0,0,0,0,70.21,23,8,63,0,0,99
Wayne County,Wayne County,Martha Rawls Smith Elementary School,E,Wayne County,522,5,0,3,21,0,88.51,38,11,46,3,5,29
Wayne County,Wayne County,Bacon Elementary School,E,Wayne County,621,6,0,0,0,0,88.24,17,12,64,2,6.6,6
Wayne County,Wayne County,Jesup Elementary School,E,Wayne County,691,9,0,0,1,0,88.57,34,9,51,1,2.7,10
Wayne County,Wayne County,Screven Elementary School,E,Wayne County,220,1,0,0,2,0,88.64,9,7,80,1,3.2,3
Wayne County,Wayne County,Odum Elementary School,E,Wayne County,365,8,0,0,3,0,88.49,2,4,89,0,1.4,11
Webster County,Webster County,Webster County Elementary/Middle School,E,Webster County,209,29,0,0,0,0,76.08,52,7,35,0,0,29
Webster County,Webster County,Webster County High School,H,Webster County,87,7,0,0,0,0,75.86,40,11,43,0,0,7
Wheeler County,Wheeler County,Wheeler County Elementary School,E,Wheeler County,417,6,0,0,84,0,92.66,35,5,60,1,7.4,90
Wheeler County,Wheeler County,Wheeler County Middle School,M,Wheeler County,228,6,0,0,2,0,74.21,35,6,58,1,4.8,8
Wheeler County,Wheeler County,Wheeler County High School,H,Wheeler County,296,41,0,0,33,0,68.21,36,6,58,0,1.4,74
White County,White County,Tesnatee Gap Elementary (Old White Co. Intermediate),E,White County,452,9,0,0,0,0,58.85,0,5,89,0,2.9,9
White County,White County,Mount Yonah Elementary School,E,White County,469,1,0,0,0,0,51.6,2,3,88,0,2.6,1
White County,White County,White County High School,H,White County,1132,64,0,0,0,0,47.44,2,4,89,0,0.9,64
White County,White County,Mossy Creek Elementary School,E,White County,381,0,0,0,0,0,65.35,1,7,91,1,3.7,0
White County,White County,White County Middle School,M,White County,929,33,0,0,0,0,56.51,1,5,89,0,1,33
White County,White County,Jack P Nix Elementary School,E,White County,439,7,0,0,0,0,58.54,4,5,85,0,3,7
Whitfield County,Whitfield County,New Hope Middle School,M,Whitfield County,586,49,0,0,0,0,61.77,1,47,46,0,7.8,49
Whitfield County,Whitfield County,Coahulla Creek High School,H,Whitfield County,1060,67,0,0,0,0,59.72,2,34,60,0,3.6,67
Whitfield County,Whitfield County,Northwest Whitfield County High School,H,Whitfield County,1316,143,0,0,0,2,50.15,2,30,63,0,2.4,145
Whitfield County,Whitfield County,New Hope Elementary School,E,Whitfield County,586,1,0,0,0,0,51.71,2,29,63,0,17.2,1
Whitfield County,Whitfield County,Beaverdale Elementary School,E,Whitfield County,355,6,0,2,0,0,64.51,0,13,82,0,4.5,8
Whitfield County,Whitfield County,Cedar Ridge Elementary,E,Whitfield County,439,3,0,0,0,0,88.38,2,56,38,0,40.1,3
Whitfield County,Whitfield County,Phoenix High School,H,Whitfield County,681,57,0,0,0,0,65.87,2,33,59,0,8.7,57
Whitfield County,Whitfield County,Southeast Whitfield County High School,H,Whitfield County,1417,140,0,0,0,0,71.49,2,67,28,1,8.5,140
Whitfield County,Whitfield County,Eastbrook Middle School,M,Whitfield County,713,75,0,0,0,0,87.38,1,73,23,1,13,75
Whitfield County,Whitfield County,North Whitfield Middle School,M,Whitfield County,786,104,0,0,0,0,68.32,1,33,61,0,5.9,104
Whitfield County,Whitfield County,Valley Point Middle School,M,Whitfield County,451,40,0,0,0,0,78.49,0,53,43,0,12.6,40
Whitfield County,Whitfield County,Westside Middle School,M,Whitfield County,1274,30,0,0,0,0,46.3,2,14,79,0,0.2,30
Whitfield County,Whitfield County,Antioch Elementary School,E,Whitfield County,452,1,0,4,0,0,91.37,2,68,27,1,46.5,5
Whitfield County,Whitfield County,Eastside Elementary School,E,Whitfield County,3385,15,0,0,0,0,70.5,2,77,19,1,54.5,15
Whitfield County,Whitfield County,Varnell Elementary School,E,Whitfield County,413,0,0,0,0,0,68.28,0,38,57,0,18.6,0
Whitfield County,Whitfield County,Cohutta Elementary School,E,Whitfield County,273,4,0,4,0,0,57.88,0,12,83,0,1.8,8
Whitfield County,Whitfield County,Pleasant Grove Elementary School,E,Whitfield County,903,14,0,42,0,0,80.34,3,61,32,0,33.4,56
Whitfield County,Whitfield County,Westside Elementary School,E,Whitfield County,3186,3,0,0,0,0,55.66,2,13,81,0,3.4,3
Whitfield County,Whitfield County,Dawnville Elementary School,E,Whitfield County,445,24,0,0,0,0,79.78,2,53,41,0,41.8,24
Whitfield County,Whitfield County,Tunnel Hill Elementary School,E,Whitfield County,281,5,0,0,0,0,55.52,3,14,78,0,3.2,5
Whitfield County,Whitfield County,Dug Gap Elementary School,E,Whitfield County,371,3,0,0,0,0,78.17,0,64,33,1,43.9,3
Whitfield County,Whitfield County,Valley Point Elementary School,E,Whitfield County,489,37,0,0,0,0,79.75,0,31,66,0,15.5,37
Wilcox County,Wilcox County,Wilcox County Middle School,M,Wilcox County,281,25,0,0,64,0,93.95,36,4,56,0,0.4,89
Wilcox County,Wilcox County,Wilcox County Elementary School,E,Wilcox County,526,7,0,0,25,0,93.92,30,4,60,0,1.7,32
Wilcox County,Wilcox County,Wilcox County High School,H,Wilcox County,322,15,0,0,131,0,94.1,34,5,58,1,0.9,146
Wilkes County,Wilkes County,Washington-Wilkes Primary School,E,Wilkes County,438,8,0,0,0,0,94.06,48,8,36,0,0,8
Wilkes County,Wilkes County,Washington-Wilkes Comprehensive High School,H,Wilkes County,415,140,0,0,0,3,67.99,53,7,33,0,0,143
Wilkes County,Wilkes County,Washington-Wilkes Elementary School,E,Wilkes County,226,31,0,0,2,0,94.25,50,9,36,0,0,33
Wilkes County,Wilkes County,Washington-Wilkes Middle School,M,Wilkes County,319,122,0,0,1,0,94.04,52,10,33,0,0,123
Wilkinson County,Wilkinson County,Wilkinson County Elementary School,E,Wilkinson County,296,1,0,0,0,0,66.55,55,4,35,0,3.7,1
Wilkinson County,Wilkinson County,Wilkinson County Middle School,M,Wilkinson County,318,33,0,0,0,0,53.77,56,6,31,0,0.3,33
Wilkinson County,Wilkinson County,Wilkinson County Primary School,E,Wilkinson County,249,0,0,0,0,0,69.88,53,6,31,0,5.2,0
Wilkinson County,Wilkinson County,Wilkinson County High School,H,Wilkinson County,385,153,0,0,1,0,47.27,55,5,35,0,0.5,154
Worth County,Worth County,Worth County Elementary School,E,Worth County,768,154,0,0,9,0,92.58,37,2,57,1,0,163
Worth County,Worth County,Worth County High School,H,Worth County,826,103,0,0,0,0,92.62,30,2,64,0,0,103
Worth County,Worth County,Worth County Middle School,M,Worth County,722,263,0,0,1,0,92.66,34,2,59,1,0,264
Worth County,Worth County,Worth County Primary School,E,Worth County,712,84,0,0,25,0,92.56,36,2,59,0,0,109
Worth County,Worth County,Worth County Achievement Center,H,Worth County,42,85,0,0,0,4,92.86,38,0,60,0,0,89
Atlanta Public Schools,Atlanta Public Schools,Brown Middle School,M,Atlanta Public Schools,480,98,0,0,0,0,75.82,98,1,0,0,0.2,98
Atlanta Public Schools,Atlanta Public Schools,Parkside Elementary School,E,Atlanta Public Schools,524,42,0,0,0,0,79.46,63,7,23,0,2.5,42
Atlanta Public Schools,Atlanta Public Schools,Heritage Academy Elementary,E,Atlanta Public Schools,441,14,0,0,0,0,94.39,97,3,0,0,0.7,14
Atlanta Public Schools,Atlanta Public Schools,Dobbs Elementary School,E,Atlanta Public Schools,438,17,0,0,0,0,94.98,95,4,1,1,2.5,17
Atlanta Public Schools,Atlanta Public Schools,Finch Elementary,E,Atlanta Public Schools,410,69,0,0,0,0,89.53,98,1,0,0,0.7,69
Atlanta Public Schools,Atlanta Public Schools,Early College High School at Carver,H,Atlanta Public Schools,468,48,0,0,0,0,72.03,95,4,0,0,0.2,48
Atlanta Public Schools,Atlanta Public Schools,Kipp Strive Academy,M,Atlanta Public Schools,388,122,0,0,0,0,74.23,96,3,0,0,0,122
Atlanta Public Schools,Atlanta Public Schools,Springdale Park Elementary School,E,Atlanta Public Schools,739,1,0,0,0,0,10.42,12,10,61,0,5.8,1
Atlanta Public Schools,Atlanta Public Schools,KIPP VISION,M,Atlanta Public Schools,365,120,0,0,0,0,90.12,95,5,0,0,0,120
Atlanta Public Schools,Atlanta Public Schools,Kindezi,E,Atlanta Public Schools,414,25,0,0,0,0,62.5,92,2,3,0,0.2,25
Atlanta Public Schools,Atlanta Public Schools,Long Middle School,M,Atlanta Public Schools,740,259,0,0,0,0,87.29,91,8,0,0,3.1,259
Atlanta Public Schools,Atlanta Public Schools,Bunche Middle School,M,Atlanta Public Schools,930,536,0,5,0,0,85.99,97,3,0,0,1.5,541
Atlanta Public Schools,Atlanta Public Schools,Mays High School,H,Atlanta Public Schools,1333,176,0,0,0,1,92.83,94,5,0,0,2.8,177
Atlanta Public Schools,Atlanta Public Schools,"Maynard H. Jackson, Jr. High School",H,Atlanta Public Schools,1297,244,0,0,0,0,92.92,78,6,12,0,1.4,244
Atlanta Public Schools,Atlanta Public Schools,Sylvan Hills Middle School,M,Atlanta Public Schools,550,82,0,0,0,0,85.95,97,2,0,0,0,82
Atlanta Public Schools,Atlanta Public Schools,North Atlanta High School,H,Atlanta Public Schools,1978,179,3,0,0,0,25.58,38,24,33,0,4.6,182
Atlanta Public Schools,Atlanta Public Schools,Cascade Elementary School,E,Atlanta Public Schools,405,29,0,0,0,0,79.94,99,1,0,0,7.2,29
Atlanta Public Schools,Atlanta Public Schools,Centennial Academy,E,Atlanta Public Schools,812,103,0,0,0,0,92.93,87,4,3,0,2.5,103
Atlanta Public Schools,Atlanta Public Schools,Charles R. Drew Charter School,E,Atlanta Public Schools,906,12,0,0,0,0,37.64,65,3,27,0,0.2,12
Atlanta Public Schools,Atlanta Public Schools,Atlanta Neighborhood Charter - Middle,M,Atlanta Public Schools,232,4,0,0,0,0,17.24,25,6,62,0,0.9,4
Atlanta Public Schools,Atlanta Public Schools,Hillside Conant School,H,Atlanta Public Schools,59,0,0,0,0,0,50.64,41,8,46,0,0,0
Atlanta Public Schools,Atlanta Public Schools,KIPP Atlanta Collegiate Academy,H,Atlanta Public Schools,602,191,1,0,0,0,94.36,89,2,6,0,0.4,192
Atlanta Public Schools,Atlanta Public Schools,KIPP Strive Primary,E,Atlanta Public Schools,506,45,0,0,0,0,94.32,96,2,1,0,0,45
Atlanta Public Schools,Atlanta Public Schools,KIPP Vision Primary,E,Atlanta Public Schools,498,36,0,0,0,0,52.54,96,4,0,0,2.2,36
Atlanta Public Schools,Atlanta Public Schools,Kipp WAYS Primary School,E,Atlanta Public Schools,505,62,0,0,0,0,94.39,98,1,0,0,0.6,62
Atlanta Public Schools,Atlanta Public Schools,Young Middle School,M,Atlanta Public Schools,798,246,0,0,0,0,85.42,91,8,0,0,4.8,246
Atlanta Public Schools,Atlanta Public Schools,Price Middle School,M,Atlanta Public Schools,381,238,0,0,0,0,94.33,97,3,0,0,0,238
Atlanta Public Schools,Atlanta Public Schools,Perkerson Elementary School,E,Atlanta Public Schools,383,15,0,0,0,0,71.26,95,4,0,0,1.6,15
Atlanta Public Schools,Atlanta Public Schools,Bolton Academy,E,Atlanta Public Schools,540,7,0,0,0,0,51.11,38,32,24,0,23.3,7
Atlanta Public Schools,Atlanta Public Schools,Deerwood Academy School,E,Atlanta Public Schools,634,46,0,0,0,0,72.03,97,2,0,0,0.9,46
Atlanta Public Schools,Atlanta Public Schools,Burgess-Peterson Elementary School,E,Atlanta Public Schools,462,2,0,0,0,0,92.05,70,3,21,0,0.4,2
Atlanta Public Schools,Atlanta Public Schools,Westside Atlanta Charter School,E,Atlanta Public Schools,311,4,0,0,0,0,33.12,62,5,27,0,0,4
Atlanta Public Schools,Atlanta Public Schools,Booker T. Washington High School,H,Atlanta Public Schools,679,203,1,0,0,0,92.06,97,3,0,0,1.2,204
Atlanta Public Schools,Atlanta Public Schools,King Middle School,M,Atlanta Public Schools,790,271,0,0,0,0,89.53,88,8,2,0,2.8,271
Atlanta Public Schools,Atlanta Public Schools,APS-Forrest Hills Academy,H,Atlanta Public Schools,129,31,1,0,0,0,90.12,95,4,1,0,0.8,32
Atlanta Public Schools,Atlanta Public Schools,Atlanta Classical Academy,K12,Atlanta Public Schools,667,5,0,0,0,0,68.9,13,10,71,0,2.8,5
Atlanta Public Schools,Atlanta Public Schools,Harper-Archer Middle School,M,Atlanta Public Schools,257,96,0,0,0,0,73.61,93,6,0,0,2.3,96
Atlanta Public Schools,Atlanta Public Schools,Atlanta Neighborhood Charter - Elementary,E,Atlanta Public Schools,396,11,0,0,0,0,9.34,14,4,71,0,1.3,11
Atlanta Public Schools,Atlanta Public Schools,Miles Elementary School,E,Atlanta Public Schools,882,13,0,0,0,0,32.49,52,4,23,0,4.9,13
Atlanta Public Schools,Atlanta Public Schools,Charles Drew Charter School JA/SA,H,Atlanta Public Schools,833,79,0,0,0,0,52.58,84,3,9,0,0,79
Atlanta Public Schools,Atlanta Public Schools,Bazoline E. Usher/Collier Heights Elmentary School,E,Atlanta Public Schools,397,19,0,0,0,0,85.02,95,4,0,0,1.5,19
Atlanta Public Schools,Atlanta Public Schools,KIPP West Atlanta Young Scholars Academy,M,Atlanta Public Schools,361,135,0,0,0,0,75.82,97,1,0,0,0.6,135
Atlanta Public Schools,Atlanta Public Schools,Boyd Elementary School,E,Atlanta Public Schools,436,93,0,0,0,0,89.91,96,3,0,0,1.6,93
Atlanta Public Schools,Atlanta Public Schools,Hutchinson Elementary School,E,Atlanta Public Schools,426,8,0,0,0,0,90.12,86,13,0,0,11.5,8
Atlanta Public Schools,Atlanta Public Schools,Kimberly Elementary School,E,Atlanta Public Schools,453,49,0,0,0,0,92.33,95,5,0,0,4,49
Atlanta Public Schools,Atlanta Public Schools,Rivers Elementary School,E,Atlanta Public Schools,760,1,0,0,0,0,28.42,30,19,41,0,16.6,1
Atlanta Public Schools,Atlanta Public Schools,Towns Elementary School,E,Atlanta Public Schools,323,3,0,0,0,0,90.12,93,7,0,0,5.3,3
Atlanta Public Schools,Atlanta Public Schools,Wesley International Academy Charter Facility,E,Atlanta Public Schools,799,57,0,0,0,0,46.56,76,5,13,0,0.5,57
Atlanta Public Schools,Atlanta Public Schools,Therrell High School,H,Atlanta Public Schools,851,258,0,0,0,0,74.75,98,2,0,0,1.5,258
Atlanta Public Schools,Atlanta Public Schools,Corretta Scott King Womens' Leadership Academy,H,Atlanta Public Schools,350,114,0,0,0,0,90,94,5,0,0,1.7,114
Atlanta Public Schools,Atlanta Public Schools,B.E.S.T Academy,H,Atlanta Public Schools,326,99,0,0,0,0,92.33,97,3,0,0,0.6,99
Atlanta Public Schools,Atlanta Public Schools,South Atlanta High School,H,Atlanta Public Schools,823,371,0,0,0,0,85.66,91,8,1,0,2.6,371
Atlanta Public Schools,Atlanta Public Schools,Carver High School,H,Atlanta Public Schools,1455,215,0,0,0,0,90.14,99,1,0,0,0.6,215
Atlanta Public Schools,Atlanta Public Schools,Michael R. Hollis Innovation Academy,E,Atlanta Public Schools,628,136,0,1,0,0,89.6,96,3,0,0,1,137
Atlanta Public Schools,Atlanta Public Schools,Woodson Park Academy,E,Atlanta Public Schools,539,29,0,0,0,0,94.42,94,4,0,0,3.3,29
Atlanta Public Schools,Atlanta Public Schools,Tuskegee Airman Global Academy,E,Atlanta Public Schools,624,7,0,2,0,0,71.26,99,1,0,0,1,9
Atlanta Public Schools,Atlanta Public Schools,Kindezi Old 4th Ward,E,Atlanta Public Schools,497,17,0,0,0,0,92.92,83,3,9,0,0.4,17
Atlanta Public Schools,Atlanta Public Schools,John Lewis Invictus Academy,M,Atlanta Public Schools,662,184,0,0,0,0,90,95,4,0,0,1.4,184
Atlanta Public Schools,Atlanta Public Schools,KIPP Soul Primary,E,Atlanta Public Schools,114,4,0,0,0,0,78.07,99,1,0,0,0,4
Atlanta Public Schools,Atlanta Public Schools,Garden Hills Elementary School,E,Atlanta Public Schools,504,4,0,0,0,0,62.1,23,52,19,0,46.6,4
Atlanta Public Schools,Atlanta Public Schools,Inman Middle School,M,Atlanta Public Schools,1065,167,0,0,0,0,83.46,30,8,54,0,2.7,167
Atlanta Public Schools,Atlanta Public Schools,Smith Elementary School,E,Atlanta Public Schools,979,9,0,0,0,0,17.88,21,22,45,0,15.5,9
Atlanta Public Schools,Atlanta Public Schools,Morningside Elementary School,E,Atlanta Public Schools,1810,4,0,0,0,0,6.93,11,9,66,0,7.4,4
Atlanta Public Schools,Atlanta Public Schools,Brandon Elementary School,E,Atlanta Public Schools,1008,0,0,0,0,0,8.13,16,8,67,0,5.1,0
Atlanta Public Schools,Atlanta Public Schools,The John Hope-Charles Walter Hill Elementary Schools,E,Atlanta Public Schools,405,15,0,0,0,0,81.43,91,4,3,0,2.2,15
Atlanta Public Schools,Atlanta Public Schools,Gideons Elementary School,E,Atlanta Public Schools,357,32,0,0,0,0,94.39,96,3,1,0,0,32
Atlanta Public Schools,Atlanta Public Schools,Jackson Elementary School,E,Atlanta Public Schools,3278,2,0,0,0,0,6.54,15,7,66,0,5.1,2
Atlanta Public Schools,Atlanta Public Schools,Lin Elementary School,E,Atlanta Public Schools,662,5,0,0,0,0,35.83,12,7,71,0,0.8,5
Atlanta Public Schools,Atlanta Public Schools,West Manor Elementary School,E,Atlanta Public Schools,278,10,0,0,0,0,90.14,83,13,0,0,14,10
Atlanta Public Schools,Atlanta Public Schools,Crim High School,H,Atlanta Public Schools,207,127,0,0,0,0,94.98,95,4,1,0,0,127
Atlanta Public Schools,Atlanta Public Schools,Beecher Hills Elementary School,E,Atlanta Public Schools,270,13,0,0,0,0,90.38,97,1,0,0,0.7,13
Atlanta Public Schools,Atlanta Public Schools,Continental Colony Elementary School,E,Atlanta Public Schools,411,14,0,0,0,0,94.39,97,2,0,0,2.7,14
Atlanta Public Schools,Atlanta Public Schools,Fain Elementary School,E,Atlanta Public Schools,414,146,0,0,0,0,85.66,89,11,0,0,9.7,146
Atlanta Public Schools,Atlanta Public Schools,Peyton Forest Elementary School,E,Atlanta Public Schools,457,7,0,0,0,0,94.42,89,9,0,0,6.1,7
Atlanta Public Schools,Atlanta Public Schools,Sutton Middle School,M,Atlanta Public Schools,1614,189,1,0,0,0,23.73,28,26,38,0,6.4,190
Atlanta Public Schools,Atlanta Public Schools,Fickett Elementary School,E,Atlanta Public Schools,512,22,0,0,0,0,85.57,97,2,0,0,2.1,22
Atlanta Public Schools,Atlanta Public Schools,Scott Elementary School,E,Atlanta Public Schools,680,8,0,0,0,0,63.93,94,5,1,0,4.4,8
Atlanta Public Schools,Atlanta Public Schools,Cleveland Elementary School,E,Atlanta Public Schools,777,5,0,0,0,0,92.05,93,5,0,0,5,5
Atlanta Public Schools,Atlanta Public Schools,Douglass High School,H,Atlanta Public Schools,968,739,1,0,0,1,92.66,96,3,0,0,1.5,741
Atlanta Public Schools,Atlanta Public Schools,M. A. Jones Elementary School,E,Atlanta Public Schools,473,26,0,0,0,0,84.6,97,2,0,0,0.4,26
Atlanta Public Schools,Atlanta Public Schools,Slater Elementary School,E,Atlanta Public Schools,529,56,0,0,0,0,89.6,97,2,0,0,2.3,56
Atlanta Public Schools,Atlanta Public Schools,Grady High School,H,Atlanta Public Schools,1389,145,1,0,0,0,28.65,43,8,43,0,1.4,146
Atlanta Public Schools,Atlanta Public Schools,Benteen Elementary School,E,Atlanta Public Schools,276,28,0,0,0,0,74.75,64,33,1,0,27.2,28
Atlanta Public Schools,Atlanta Public Schools,Barack and Michelle Obama Academy,E,Atlanta Public Schools,265,48,0,0,0,0,63.93,96,1,2,0,0,48
Atlanta Public Schools,Atlanta Public Schools,Thomasville Heights Elementary School,E,Atlanta Public Schools,417,34,0,0,0,0,94.4,98,1,0,0,0,34
Atlanta Public Schools,Atlanta Public Schools,Dunbar Elementary School,E,Atlanta Public Schools,380,43,0,0,0,0,94.4,95,3,1,0,1.1,43
Atlanta Public Schools,Atlanta Public Schools,Humphries Elementary School,E,Atlanta Public Schools,280,13,0,0,0,0,90,89,10,0,0,6.8,13
Atlanta Public Schools,Atlanta Public Schools,F. L. Stanton Elementary School,E,Atlanta Public Schools,261,15,0,0,0,0,85.95,98,0,1,0,0,15
Atlanta Public Schools,Atlanta Public Schools,Toomer Elementary School,E,Atlanta Public Schools,424,29,0,0,0,0,70.64,75,1,19,0,0.7,29
Bremen City,Bremen City,Bremen 4th & 5th Grade Academy,E,Bremen City,337,0,0,0,0,0,23.74,6,2,87,0,0.6,0
Bremen City,Bremen City,Bremen High School,H,Bremen City,726,21,0,0,0,0,15.7,5,2,87,0,0,21
Bremen City,Bremen City,Bremen Middle School,M,Bremen City,537,4,0,0,0,0,19.37,5,1,90,0,0.2,4
Bremen City,Bremen City,Jones Elementary School,E,Bremen City,624,2,0,0,0,0,20.83,6,2,88,0,0,2
Buford City,Buford City,Buford Academy,E,Buford City,1558,20,0,0,0,0,38.58,11,31,50,0,14.4,20
Buford City,Buford City,Buford Middle School,M,Buford City,1180,40,0,0,0,0,38.47,10,29,52,0,5.3,40
Buford City,Buford City,Buford High School,H,Buford City,1481,229,0,0,0,0,32.14,13,26,53,0,3,229
Buford City,Buford City,Buford Elementary School,E,Buford City,726,4,0,0,0,0,33.33,9,28,54,0,23,4
Calhoun City,Calhoun City,Calhoun Middle School,M,Calhoun City,1004,74,0,0,0,0,59.86,5,39,50,0,7.5,74
Calhoun City,Calhoun City,Calhoun Elementary School,E,Calhoun City,1714,14,0,0,0,0,62.19,6,37,51,0,21.5,14
Calhoun City,Calhoun City,Calhoun High School,H,Calhoun City,1174,67,1,0,0,0,49.15,6,36,52,0,5.7,68
Carrollton City,Carrollton City,Carrollton Middle-Upper Elementary School,E,Carrollton City,1147,66,0,11,0,0,53.61,34,21,36,0,3.8,77
Carrollton City,Carrollton City,Carrollton Elementary School,E,Carrollton City,1521,6,0,13,0,0,68.51,36,22,34,0,9.8,19
Carrollton City,Carrollton City,Carrollton High School,H,Carrollton City,1630,77,0,0,0,0,44.85,29,17,47,0,3.6,77
Carrollton City,Carrollton City,Carrollton Jr. High School,M,Carrollton City,807,86,0,0,0,0,57.87,32,19,41,0,3.3,86
Cartersville City,Cartersville City,Cartersville Primary School,E,Cartersville City,909,2,0,0,0,0,56.22,21,20,52,0,17.1,2
Cartersville City,Cartersville City,Cartersville Elementary School,E,Cartersville City,920,15,0,0,0,0,55.11,24,20,48,0,11.4,15
Cartersville City,Cartersville City,Cartersville Middle School,M,Cartersville City,1114,81,0,0,0,0,56.82,22,22,49,0,5.8,81
Cartersville City,Cartersville City,Cartersville High School,H,Cartersville City,1438,90,0,0,0,0,41.38,23,17,54,0,4,90
